Facility ID,Name,Address,City,County,State,Zip Code,Latitude,Longitude,Coordinate Source,Address Match Type,Open USTs,Closed USTs,Temporarily Out of Service USTs,Facility Status,Land Use,Estimated Population within 1500ft,Estimated Private Domestic Wells wihtin 1500ft,Within Source Water Protection Area (SPA),SPA Public Water System and Facility ID,SPA Water Type,SPA Facility Type,SPA HUC12,Within Groundwater Wellhead Protection Area (WHPA),WHPA Public Water System and Facility ID,WHPA Water Type,WHPA Facility Type,WHPA HUC12,Within 100-year Floodplain,Date_of_Last_Inspection,EPA Region,Tribe,x,y
GA9101030,MIDWAY STOP & SHOP,10294 HWY 19,BACONTON,,Georgia,31716,31.38100927,-84.14963243,Geocode,PointAddress,0,0,2,Open UST(s),"Developed, Low Intensity",19,7,No,,,,,Yes,GA2050041_21905,GW,WL,031300080106,No,,4,,-84.14963243,31.38100927000005
GA490034,THOMPSON PONTIAC-BUICK-GMC INC,232 NORTH MAIN,BLAKELY,,Georgia,39823,31.38157187,-84.93379974,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, High Intensity",136,7,No,,,,,Yes,GA0990000_5963,GW,WL,031300100202,No,,4,,-84.93379974,31.381571870000073
GA4100022,GA DOT #10481/ALAPAHA ROUTINE MA,RAILROAD ST,ALAPAHA,,Georgia,31622,31.38186072,-83.22658647,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.22658647,31.381860720000077
GA100041,ALAPAHA STATION 1 FOOD DEPOT,22280 MAIN ST,ALAPAHA,,Georgia,31622,31.38197071,-83.22390317,Geocode,PointAddress,4,0,0,Open UST(s),"Developed, Medium Intensity",356,49,No,,,,,No,,,,,No,,4,,-83.22390317,31.381970710000076
GA9098045,CIRCLE K #0266,1331 US HWY 17,DARIEN,,Georgia,31305,31.38297218,-81.43335062,Geocode,StreetAddress,2,5,0,Open UST(s),"Developed, Low Intensity",115,14,No,,,,,Yes,GA1910000_8027,GW,WL,030701060504,No,,4,,-81.43335062,31.382972180000024
GA4100032,DUPONT PINE PRODUCTS LLC,9858 HWY 82 EAST,ALAPAHA,,Georgia,31622,31.38311324,-83.21417746,Geocode,StreetAddress,3,4,0,Open UST(s),Non-Developed,22,5,No,,,,,Yes,GA0190000_4200,GW,WL,031102020403,No,,4,,-83.21417746,31.383113240000057
GA490011,EARLY CO/SCHOOL BUS SHOP,300 WASHINGTON AVE,BLAKELY,,Georgia,39823,31.38375007,-84.93270268,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, Open Space",221,12,No,,,,,Yes,GA0990000_5963,GW,WL,031300100202,No,,4,,-84.93270268,31.383750070000076
GA100043,JERNIGANS FARM SERVICE AND SUPPLY INC,9462 HWY 82,ALAPAHA,,Georgia,31622,31.38403504,-83.21803045,Geocode,PointAddress,2,0,2,Open UST(s),Non-Developed,61,12,No,,,,,Yes,GA0190000_4200,GW,WL,031102020403,No,,4,,-83.21803045,31.38403504000007
GA9098001,SNAPPY FOODS (DARIEN),US HWY 17 N @ COUNTY RD 251,DARIEN,,Georgia,31305,31.386213,-81.433044,Geocode,StreetInt,2,3,0,Open UST(s),"Developed, Low Intensity",247,33,No,,,,,Yes,GA1910102_17385,GW,WL,030701060503,No,,4,,-81.433044,31.386213000000055
GA9049029,SOUTHERN AG CARRIERS,14005 MAGNOLIA ST,BLAKELY,,Georgia,39823,31.38657135,-84.91302098,Geocode,PointAddress,1,0,0,Open UST(s),"Developed, Low Intensity",0,0,No,,,,,Yes,GA0990000_5963,GW,WL,031300100202,No,,4,,-84.91302098,31.386571350000054
GA9113015,THORNTON TIRE & OIL,6463 HWY 84,PATTERSON,,Georgia,31557,31.38682139,-82.14111313,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",134,47,No,,,,,Yes,GA2290001_8661,GW,WL,030702020501,No,,4,,-82.14111313,31.38682139000008
GA9010014,TUCKERS ALAPAHA STATION,8928 HWY 82,ALAPAHA,,Georgia,31622,31.38752633,-83.22651894,Geocode,StreetAddress,2,0,2,Open UST(s),"Developed, Low Intensity",140,25,No,,,,,No,,,,,No,,4,,-83.22651894,31.38752633000007
GA1130002,FLASH FOODS #91,US HWY 84 & GA HWY 32,PATTERSON,,Georgia,31557,31.387572,-82.140201,Geocode,StreetInt,2,3,0,Open UST(s),"Developed, Low Intensity",171,56,No,,,,,Yes,GA2290001_8661,GW,WL,030702020501,No,,4,,-82.140201,31.387572000000034
GA9010024,J H MOORE,8858 HWY 82 W,ALAPAHA,,Georgia,31622,31.3881393,-83.2273178,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",107,20,No,,,,,No,,,,,No,,4,,-83.2273178,31.388139300000034
GA1130019,PATTERSON ELEMENTARY SCHOOL,HWY 82,PATTERSON,,Georgia,31557,31.3881462,-82.1396832,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.1396832,31.38814620000005
GA1130027,GRIFFINS SERVICE STATION,US 82 & 32,PATTERSON,,Georgia,31557,31.3881462,-82.1396832,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.1396832,31.38814620000005
GA9113011,PATTERSON MINIT MART,HWY 82,PATTERSON,,Georgia,31557,31.3881462,-82.1396832,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.1396832,31.38814620000005
GA490041,PACK & SACK 106,NORTH CHURCH ST,BLAKELY,,Georgia,39823,31.38850189,-84.93592204,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.93592204,31.388501890000043
GA10001028,XPRESS #330,6540 HWY 84,PATTERSON,,Georgia,31557,31.38906694,-82.13832987,Geocode,PointAddress,4,0,0,Open UST(s),"Developed, Low Intensity",201,61,No,,,,,Yes,GA2290001_8661,GW,WL,030702020501,No,,4,,-82.13832987,31.389066940000077
GA9137053,EAGLEHEAD FARMS INC,1010 OMEGA-TY TY ROAD,TIFTON,,Georgia,31794,31.38932722,-83.60368618,Geocode,PointAddress,0,2,0,Closed UST(s),Non-Developed,8,3,No,,,,,No,,,,,No,,4,,-83.60368618,31.38932722000004
GA9159030,BRIDGEBORO FARMS,BRIDGEBORO-ANDERSON CITY RD,BRIDGEBORO,,Georgia,31705,31.39031958,-83.88542465,Geocode,StreetName,1,0,0,Open UST(s),,,,,,,,,,,,,,,,4,,-83.88542465,31.39031958000004
GA490049,GRIST OIL CO OFFICE,101 MAGNOLIA ST,BLAKELY,,Georgia,39823,31.39063365,-84.9074049,Geocode,StreetName,2,1,0,Open UST(s),,,,,,,,,,,,,,,,4,,-84.9074049,31.39063365000004
GA9049040,BLAKELY TIRE COMPANY,215 MAGNOLIA STREET,BLAKELY,,Georgia,39823,31.39063365,-84.9074049,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.9074049,31.39063365000004
GA9063122,EVERETT GROCERY,245 ATLAMAHA PK RD,BRUNSWICK,,Georgia,31525,31.39086496,-81.63892363,Geocode,PointAddress,0,1,1,Open UST(s),"Developed, Open Space",61,28,No,,,,,No,,,,,No,,4,,-81.63892363,31.390864960000044
GA1510049,AT&T,POST RD/NW OF EVERETT,EVERETT,,Georgia,31536,31.39133,-81.63951,Geocode,Locality,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.63951,31.39133000000004
GA9049010,BYPASS MINI MART,897 N MAIN ST,BLAKELY,,Georgia,39823,31.39144307,-84.93339299,Geocode,PointAddress,4,0,0,Open UST(s),"Developed, Medium Intensity",332,23,No,,,,,No,,,,,No,,4,,-84.93339299,31.391443070000037
GA9098011,MCINTOSH COUNTY SHERIFF'S DEPT,HWY 17,DARIEN,,Georgia,31305,31.39382692,-81.43239626,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.43239626,31.393826920000038
GA9098014,CARROLL'S PLUMBING CO,HWY 17 NORTH,DARIEN,,Georgia,31305,31.39382692,-81.43239626,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.43239626,31.393826920000038
GA9098077,PEACH STATE SVC,HWY 17,DARIEN,,Georgia,31305,31.39382692,-81.43239626,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.43239626,31.393826920000038
GA1370019,EZ TRIP,4468 HWY 319 S,TIFTON,,Georgia,31793,31.39514119,-83.53682854,Geocode,PointAddress,2,4,0,Open UST(s),"Developed, Low Intensity",31,8,No,,,,,No,,,,,No,,4,,-83.53682854,31.39514119000006
GA9098009,FRIENDLY EXPRESS #77,GEORGIA HWY 251 & I-95 EXIT 10,DARIEN,,Georgia,31305,31.39624525,-81.44856526,Geocode,StreetInt,0,1,4,Open UST(s),"Developed, Low Intensity",12,1,No,,,,,Yes,GA1910102_17385,GW,WL,030701060503,No,,4,,-81.44856526,31.39624525000005
GA10000666,CAFE RISQUE,I-95 AND SR 251,DARIEN,,Georgia,31305,31.39624525,-81.44856526,Geocode,StreetInt,0,4,0,Closed UST(s),"Developed, Low Intensity",12,1,No,,,,,Yes,GA1910102_17385,GW,WL,030701060503,No,,4,,-81.44856526,31.39624525000005
GA350075,J T HORTMAN SVC STA,BROAD ST,DOERUN,,Georgia,31744,31.39766724,-83.96747586,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.96747586,31.397667240000033
GA9098085,DARIEN EL CHEAPO LLC,13109 HWY 251,DARIEN,,Georgia,31305,31.39835791,-81.45050204,Geocode,PointAddress,6,0,0,Open UST(s),"Developed, Medium Intensity",15,1,No,,,,,No,,,,,No,,4,,-81.45050204,31.398357910000072
GA9098046,PARKERS PRIME,ROUTE 1 BOX 1168/HWY 251,DARIEN,,Georgia,31305,31.39910537,-81.4513668,Geocode,StreetAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",17,1,No,,,,,No,,,,,No,,4,,-81.4513668,31.39910537000003
GA1590030,BROWN MILLING & PEANUT CO INC,4634 HWY 112 S,ALBANY,,Georgia,31705,31.39935053,-83.97511424,Geocode,StreetAddress,0,3,0,Closed UST(s),Non-Developed,35,19,No,,,,,No,,,,,No,,4,,-83.97511424,31.39935053000005
GA9098023,FRIENDLY EXPRESS #29,602 HWY 251 EXIT 10,DARIEN,,Georgia,31305,31.39945195,-81.45170362,Geocode,StreetAddress,0,4,4,Open UST(s),"Developed, Medium Intensity",18,1,No,,,,,No,,,,,No,,4,,-81.45170362,31.39945195000007
GA1370006,TIFTON DISTRICT OFFICE FORESTRY,HWY 41 SOUTH,TIFTON,,Georgia,31795,31.40179924,-83.49552029,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.49552029,31.40179924000006
GA1370041,TIFTON STEEL PRODUCTS CO,HWY 41 SOUTH,TIFTON,,Georgia,31794,31.40179924,-83.49552029,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.49552029,31.40179924000006
GA1370070,CAROLINA FREIGHT CARRIERS CORP,HWY 41 S,TIFTON,,Georgia,31794,31.40179924,-83.49552029,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.49552029,31.40179924000006
GA1370103,GOLD KIST STORE,US HWY 41 S,TIFTON,,Georgia,31794,31.40179924,-83.49552029,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.49552029,31.40179924000006
GA1370110,INTERSTATE TIFTON #540,HWY 41 S MAIN ST,TIFTON,,Georgia,31794,31.40179924,-83.49552029,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.49552029,31.40179924000006
GA1370156,KAISER AGRICULTURAL CHEMICALS IN,US HWY 41 S,TIFTON,,Georgia,31794,31.40179924,-83.49552029,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.49552029,31.40179924000006
GA9098076,RAMESHWAR MAHADEV INC,I 95 GA 251 EXIT 58,TOWNSEND,,Georgia,31331,31.40236286,-81.45405961,Geocode,StreetAddress,4,0,0,Open UST(s),Non-Developed,19,1,No,,,,,Yes,GA1910000_17957,GW,WL,030701060503,No,,4,,-81.45405961,31.40236286000004
GA9098081,JESSUPS QUICK STOP CITGO,I-95  GEORGIA 251 EXIT 49 NE QU,DARIEN,,Georgia,31305,31.40236286,-81.45405961,Geocode,StreetAddress,4,0,0,Open UST(s),Non-Developed,19,1,No,,,,,Yes,GA1910000_17957,GW,WL,030701060503,No,,4,,-81.45405961,31.40236286000004
GA1370135,EXCELSIOR GROCERY,714 SALEM CHURCH RD,TIFTON,,Georgia,31794,31.40522051,-83.60694195,Geocode,PointAddress,2,1,0,Open UST(s),Non-Developed,11,5,No,,,,,No,,,,,No,,4,,-83.60694195,31.40522051000005
GA137001,QUICK BUYS #142,372 HWY 125 S,TIFTON,,Georgia,31794,31.40581292,-83.47217786,Geocode,StreetAddress,3,0,0,Open UST(s),"Developed, Low Intensity",319,56,No,,,,,No,,,,,No,,4,,-83.47217786,31.405812920000074
GA1480100,GEORGIA LEE BAGLEY,6159 BICKLEY HWY,NICHOLLS,,Georgia,31554,31.40662073,-82.56591287,Geocode,PointAddress,0,2,0,Closed UST(s),Non-Developed,6,3,No,,,,,No,,,,,No,,4,,-82.56591287,31.406620730000043
GA10000909,MCINTOSH CO JAIL,GA HWY 251 WEST,DARIEN,,Georgia,31305,31.40779718,-81.45721906,Geocode,StreetName,1,0,0,Open UST(s),,,,,,,,,,,,,,,,4,,-81.45721906,31.407797180000046
GA1590022,TWINS OAKS TEXACO STATION,RT 1,TY TY,,Georgia,31795,31.4088043,-83.6977221,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.6977221,31.408804300000043
GA10000361,GDOT EDS-84(15) PIERCE COUNTY,7259 HIGHWAY 84,OFFERMAN,,Georgia,31556,31.40901774,-82.11240649,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",94,28,No,,,,,No,,,,,No,,4,,-82.11240649,31.409017740000024
GA1130025,SNAPPY FOOD,7283 EAST HWY 84,OFFERMAN,,Georgia,31556,31.40943716,-82.11193601,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Low Intensity",94,28,No,,,,,No,,,,,No,,4,,-82.11193601,31.40943716000004
GA9010023,COASTAL PLAIN EXPERIMENT STATION,ALAPAHA RANGE,ALAPAHA,,Georgia,31622,31.40952887,-83.23338494,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.23338494,31.40952887000003
GA10000225,FORMER KENNETH JACKSON CHANCEY PROPERTY,7294 HIGHWAY 84,OFFERMAN,,Georgia,31516,31.40960574,-82.11185705,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",92,27,No,,,,,No,,,,,No,,4,,-82.11185705,31.409605740000075
GA9034062,SATILLA COUNTRY JUNCTION,7505 OLD AXSON ROAD,DOUGLAS,,Georgia,31535,31.41058483,-82.78209127,Geocode,PointAddress,2,0,0,Open UST(s),Non-Developed,6,3,No,,,,,Yes,GA0690032_23441,GW,WL,030702010503,No,,4,,-82.78209127,31.41058483000006
GA1370069,MCCLELLAN TRUCK LINES,101 MYERS RD,TIFTON,,Georgia,31794,31.4117559,-83.50301156,Geocode,StreetAddressExt,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.50301156,31.41175590000006
GA10001962,ENIGMA MARKET,2462 HWY 82,ENIGMA,,Georgia,31749,31.41337694,-83.33055539,Geocode,StreetAddress,2,0,0,Open UST(s),"Developed, Low Intensity",203,36,No,,,,,Yes,GA0190001_4204,GW,WL,031102030103,No,,4,,-83.33055539,31.413376940000035
GA9010002,PARADISE PUBLIC FISHING AREA,RT 1 BOX 68,ENIGMA,,Georgia,31749,31.413443,-83.3326632,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.3326632,31.41344300000003
GA9137093,THE GEN-EARL STORE,651 TIFTON-ELDORADO RD,TIFTON,,Georgia,31794,31.41390029,-83.47376436,Geocode,StreetAddress,4,0,0,Open UST(s),Non-Developed,22,3,No,,,,,No,,,,,No,,4,,-83.47376436,31.413900290000072
GA9010027,PAPAS XPRESS,1958 HWY 82 E,ENIGMA,,Georgia,31749,31.41470481,-83.33824631,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Medium Intensity",112,17,No,,,,,No,,,,,No,,4,,-83.33824631,31.414704810000046
GA1370158,INTERSTATE NATIONALEASE INC,365 SOUTHWELL BLVD,TIFTON,,Georgia,31794,31.41608094,-83.48818689,Geocode,PointAddress,0,2,1,Open UST(s),Non-Developed,9,2,No,,,,,Yes,GA2770001_9431,GW,WL,031102030201,No,,4,,-83.48818689,31.41608094000003
GA1510048,JIMMY SEARS,18244 S HWY 341 HORTENSE  GA,JESUP,,Georgia,31598,31.41610028,-81.66257388,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Open Space",2,1,No,,,,,No,,,,,No,,4,,-81.66257388,31.416100280000023
GA10000753,LOVES TRAVEL STOP #325,178 SOUTHWELL BLVD,TIFTON,,Georgia,31794,31.4164569,-83.50333504,Geocode,PointAddress,7,0,0,Open UST(s),"Developed, Low Intensity",33,8,No,,,,,No,,,,,No,,4,,-83.50333504,31.41645690000007
GA10002330,PTC,2651 ZERO BAY RD,PATTERSON,,Georgia,31557,31.41657585,-82.09718213,Geocode,StreetAddress,2,0,0,Open UST(s),Non-Developed,21,5,No,,,,,No,,,,,No,,4,,-82.09718213,31.416575850000072
GA9137027,TIFTON ALUMINUM CO,SOUTHWELL BLVD,TIFTON,,Georgia,31793,31.41703787,-83.4985664,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.4985664,31.41703787000006
GA100042,QUICK STOP #2,106 HWY 82,ENIGMA,,Georgia,31749,31.41781683,-83.36886707,Geocode,StreetAddress,2,0,1,Open UST(s),Non-Developed,4,0,No,,,,,No,,,,,No,,4,,-83.36886707,31.41781683000005
GA9137017,BROOKFIELD GENERAL STORE,2554 US HWY 82 E & WHITLEY RD,ENIGMA,,Georgia,31749,31.41845151,-83.38486381,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Medium Intensity",24,3,No,,,,,No,,,,,No,,4,,-83.38486381,31.418451510000068
GA1370087,EZ FOOD MART,2494 HWY 82 E,BROOKFIELD,,Georgia,31727,31.4185849,-83.3899166,Geocode,StreetAddress,2,0,0,Open UST(s),"Developed, Medium Intensity",65,5,No,,,,,No,,,,,No,,4,,-83.3899166,31.41858490000004
GA1370047,KELLEY MANUFACTURING CO,80 VERNON DR,TIFTON,,Georgia,31794,31.42009213,-83.49412412,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",4,1,No,,,,,Yes,GA2770001_9431,GW,WL,031102030201,No,,4,,-83.49412412,31.420092130000057
GA9137042,SUNNY FOOD MART,2443 HWY 82 EAST,BROOKFIELD,,Georgia,31727,31.42030394,-83.3938717,Geocode,StreetAddress,3,0,0,Open UST(s),"Developed, Low Intensity",62,4,No,,,,,No,,,,,No,,4,,-83.3938717,31.420303940000053
GA9004003,JOHNSON FAST SERVICE,HWY 91 NORTH,NEWTON,,Georgia,31770,31.42061093,-84.27724476,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.27724476,31.420610930000066
GA1370088,TIFTON DIST OPER HQ,1010 BRUCE LANE,TIFTON,,Georgia,31793,31.42115369,-83.50227046,Geocode,StreetAddress,1,4,0,Open UST(s),"Developed, Low Intensity",63,12,No,,,,,No,,,,,No,,4,,-83.50227046,31.42115369000004
GA9137001,GA ARNG OMS,US HWY 41,TIFTON,,Georgia,31794,31.42184985,-83.49992744,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.49992744,31.421849850000058
GA9137057,SCALES TRANSPORT CORP,812 JORDAN RD,TIFTON,,Georgia,31794,31.42217471,-83.5087752,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.5087752,31.422174710000036
GA9137068,AVERITT EXPRESS INC,281 JORDAN RD,TIFTON,,Georgia,31794,31.4226144,-83.51166779,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, High Intensity",47,8,No,,,,,No,,,,,No,,4,,-83.51166779,31.422614400000043
GA9034043,GUTHRIES GROCERY #272,20 OLD PEARSON RD,WILLACOOCHEE,,Georgia,31650,31.42337656,-82.89182541,Geocode,PointAddress,2,3,0,Open UST(s),Non-Developed,40,19,No,,,,,No,,,,,No,,4,,-82.89182541,31.423376560000065
GA9137069,PENSKE TRUCK LEASING CO LP,171 JORDAN RD,TIFTON,,Georgia,31794,31.42365634,-83.51827781,Geocode,StreetAddress,2,0,0,Open UST(s),"Developed, Low Intensity",10,2,No,,,,,No,,,,,No,,4,,-83.51827781,31.423656340000036
GA9137039,SODA POP STOP,3131 HWY 41 S,TIFTON,,Georgia,31794,31.42511357,-83.4967352,Geocode,PointAddress,1,0,2,Open UST(s),"Developed, Medium Intensity",9,1,No,,,,,Yes,GA2770001_9431,GW,WL,031102030201,No,,4,,-83.4967352,31.425113570000065
GA9063035,ALTAMAHA PARK,1605 ALTAMAHA PARK RD,BRUNSWICK,,Georgia,31525,31.42664316,-81.60636955,Geocode,StreetAddress,1,1,0,Open UST(s),"Developed, Low Intensity",1,4,No,,,,,Yes,GA1270078_6581,GW,WL,030701060502,Yes,,4,,-81.60636955,31.426643160000026
GA9098028,GA DEPT OF NATURAL RESOURCES,PO BOX 15,SAPELO ISLAND,,Georgia,31327,31.4266738,-81.2614643,Geocode,Postal,3,9,1,Open UST(s),,,,,,,,,,,,,,,,4,,-81.2614643,31.42667380000006
GA9137023,PILOT TRAVEL CENTER #192,4431 UNION RD,TIFTON,,Georgia,31794,31.42758198,-83.51714985,Geocode,PointAddress,6,0,0,Open UST(s),"Developed, High Intensity",77,18,No,,,,,No,,,,,No,,4,,-83.51714985,31.42758198000007
GA9098089,MERIDIAN BOAT DOCK,GEORGIA HWY 99,MERIDIAN,,Georgia,31319,31.4282833,-81.39463484,Geocode,StreetName,1,1,0,Open UST(s),,,,,,,,,,,,,,,,4,,-81.39463484,31.428283300000032
GA1010036,BOBS COUNTRY STORE,10277 GRAVEL HILL RD,ALBANY,,Georgia,31705,31.42885967,-84.06074556,Geocode,PointAddress,3,3,0,Open UST(s),Non-Developed,11,4,No,,,,,No,,,,,No,,4,,-84.06074556,31.428859670000065
GA9101003,AETNA LIFE-BRANCH GROVE,PECAN LN EAST OF US 19,BACONTON,,Georgia,31716,31.430862,-84.12086892,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.12086892,31.430862000000047
GA1370054,GA DOT #10443,OLD UNION RD/ 1/2 MI WEST I-75,TIFTON,,Georgia,31793,31.43115876,-83.51710178,Geocode,StreetInt,0,4,0,Closed UST(s),"Developed, Medium Intensity",373,21,No,,,,,No,,,,,No,,4,,-83.51710178,31.431158760000073
GA9137099,GM INTERNATIONAL,212 EAST GOLDEN ROAD,TIFTON,,Georgia,31794,31.43148363,-83.51468507,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",568,27,No,,,,,No,,,,,No,,4,,-83.51468507,31.43148363000006
GA1370130,PO BOYS INC,US HWY 82 W,TIFTON,,Georgia,31794,31.43190384,-83.43631325,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.43631325,31.431903840000075
GA190040,ZIP TRIP 1,17097 S HIGHLAND AVE,ARLINGTON,,Georgia,39813,31.43236433,-84.72328356,Geocode,PointAddress,3,0,0,Open UST(s),Non-Developed,164,33,No,,,,,Yes,GA0370000_4659,GW,WL,031300100102,No,,4,,-84.72328356,31.43236433000004
GA9137011,CHEVRON FOOD MART,3119 S CENTRAL AVE,TIFTON,,Georgia,31794,31.43269216,-83.51702114,Geocode,StreetAddress,3,2,0,Open UST(s),"Developed, Low Intensity",523,12,No,,,,,No,,,,,No,,4,,-83.51702114,31.432692160000045
GA1370112,AVONDALE MILLS TIFTON PLANT,US RT 82 E,TIFTON,,Georgia,31794,31.43403915,-83.44415758,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.44415758,31.434039150000046
GA9003026,ERNEST CROWDER,127 WILDFLOWER LANE,ALMA,,Georgia,31510,31.43409636,-82.42714854,Geocode,PointAddress,0,3,0,Closed UST(s),Non-Developed,21,3,No,,,,,No,,,,,No,,4,,-82.42714854,31.43409636000007
GA4190017,ARLINGTON OIL MILLS,MAXWELL ST SE,ARLINGTON,,Georgia,39813,31.43524514,-84.71797996,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.71797996,31.435245140000063
GA1370132,WHIDDON RD 66 SERVICE STATION,WHIDDON RD & I-75,TIFTON,,Georgia,31794,31.43588506,-83.5076901,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.5076901,31.435885060000032
GA9137020,SS 25217,I-75 & WHIDDON RD,TIFTON,,Georgia,31794,31.43588506,-83.5076901,Geocode,StreetName,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.5076901,31.435885060000032
GA1370036,REEVES CONSTRUCTION CO,I-75 & OLD UNION ROAD,TIFTON,,Georgia,31793,31.43796152,-83.50520644,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.50520644,31.437961520000044
GA4190009,MCMURRIA AUTO PARTS,PIONEER RD NW,ARLINGTON,,Georgia,39813,31.4390051,-84.72938964,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.72938964,31.43900510000003
GA9137047,WEBB BROTHERS PROPANE,3615 HWY 82 WEST,TIFTON,,Georgia,31794,31.43938657,-83.56897624,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",72,20,No,,,,,No,,,,,No,,4,,-83.56897624,31.439386570000067
GA9137048,WEBB BROTHERS PROPANE,3615 HWY 82 W,TIFTON,,Georgia,31794,31.43938657,-83.56897624,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",72,20,No,,,,,No,,,,,No,,4,,-83.56897624,31.439386570000067
GA9019009,LOIS C THORNTON,409 PIONEER RD,ARLINGTON,,Georgia,39813,31.43959484,-84.72692361,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",268,22,No,,,,,Yes,GA0370000_4659,GW,WL,031300100102,No,,4,,-84.72692361,31.43959484000004
GA4190028,FLAT TOP GROCERY & MARKET,417 PIONEER RD,ARLINGTON,,Georgia,39813,31.43962659,-84.72677756,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",268,22,No,,,,,Yes,GA0370000_4659,GW,WL,031300100102,No,,4,,-84.72677756,31.439626590000046
GA9019002,FINCHER SVC STA,PIONEER RD & HIGHLAND AVE,ARLINGTON,,Georgia,39813,31.439862,-84.7253025,Geocode,StreetInt,0,2,0,Closed UST(s),"Developed, Medium Intensity",287,20,No,,,,,No,,,,,No,,4,,-84.7253025,31.439862000000062
GA1370014,LITTLE RIVER GROCERY,RT 1 BOX 211-29,TIFTON,,Georgia,31794,31.440042,-83.5195005,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.5195005,31.440042000000062
GA9137005,BJS MARKET,2509 S MAIN ST,TIFTON,,Georgia,31794,31.44017684,-83.50509184,Geocode,PointAddress,0,0,3,Open UST(s),"Developed, Medium Intensity",335,9,No,,,,,No,,,,,No,,4,,-83.50509184,31.44017684000005
